-42.69854615,-36.19091115,-29.79750745,-23.70751521,-17.07251699,-11.43494589,-7.476927426,-4.500984122,-2.622568828
59.83291887,66.48222563,73.1879317,79.76532286,87.03295975,93.56939573,98.49283553,102.4073187,105.0518969
53.9506565,60.58782592,67.44717289,74.36256762,82.07364993,89.38644671,95.27952224,100.217467,103.7778353
48.03322822,54.50915126,61.35652214,68.43929585,76.36830224,84.2681829,91.06202619,97.04189766,101.6308681
42.21435946,48.39426,55.06899439,62.14027697,70.04496001,78.2907082,85.84147884,92.8004757,98.46950302
36.61572133,42.38685668,48.74410188,55.63023964,63.27313237,71.59392801,79.69152582,87.48138935,94.20108301
31.34058493,36.61738083,42.53673504,49.08157911,56.25030098,64.37204789,72.75857848,81.15404631,88.80467203
26.46953532,31.19591299,36.58711492,42.66177136,49.18538064,56.85681042,65.2519325,73.97119228,82.34638269
22.05841439,26.20744017,31.01282729,36.5219848,42.28147108,49.29603251,57.42495554,66.1588179,74.98294353
18.13838694,21.70967342,25.90357743,30.78809339,35.72021939,41.93080619,49.55034268,57.99499954,66.95159067
14.71780607,17.73328406,21.31888517,25.55484882,29.64967572,34.97478901,41.89353352,49.78119128,58.54734288
11.7854135,14.28416709,17.28854903,20.88346197,24.17679964,28.59837753,34.68852964,41.81099434,50.0915248
9.314354088,11.34717968,13.81540306,16.8023717,19.36494201,22.91944054,28.11957981,34.34170306,41.89723757
7.266501206,8.890742188,10.87970394,13.31061549,15.23586296,18.00099652,22.31078754,27.57297624,34.2378581
5.596663644,6.871719191,8.444424472,10.38300163,11.77528393,13.85505346,17.32405239,21.63517224,27.32357234
4.256351615,5.240092633,6.460775816,7.9762219,8.940675634,10.45101119,13.1642886,16.58777029,21.28883842
-11.96592963,-8.590128686,-5.860142243,-3.767410712,-1.865720746,-0.817305983,-0.368331497,-0.144410786,-0.056575801
-15.58206548,-11.55812578,-8.18078359,-5.482397373,-2.926943219,-1.39488836,-0.67542389,-0.287557254,-0.12140487
-19.84423313,-15.17768115,-11.1206356,-7.749456087,-4.436572885,-2.287333713,-1.185227872,-0.545480963,-0.247305906
-24.74265371,-19.47354396,-14.73752329,-10.65320453,-6.506554739,-3.6093323,-1.993545267,-0.987463735,-0.479084182
-30.23654922,-24.43973874,-19.06296435,-14.26036494,-9.245414023,-5.489075423,-3.219243316,-1.708818815,-0.884184601
-36.25464942,-30.03660123,-24.09562711,-18.61035999,-12.74601449,-8.05772797,-4.999033443,-2.831687701,-1.557378868
-42.69854615,-36.19091115,-29.79750745,-23.70751521,-17.07251699,-11.43494589,-7.476927426,-4.500984122,-2.622568828
-49.44858158,-42.79927482,-36.09356875,-29.51617758,-22.24854069,-15.71210471,-10.78866492,-6.8741817,-4.229603535
-56.37162014,-49.73445072,-42.87510374,-35.95970902,-28.24862671,-20.93582993,-15.0427544,-10.10480959,-6.544441377
-63.32982462,-56.85390158,-50.00653069,-42.92375698,-34.99475059,-27.09486993,-20.30102664,-14.32115517,-9.732184688
-70.18946957,-64.00956903,-57.33483464,-50.26355206,-42.35886902,-34.11312083,-26.56235019,-19.60335333,-13.93432601
-76.82888389,-71.05774854,-64.70050334,-57.81436558,-50.17147285,-41.85067721,-33.75307941,-25.96321587,-19.24352221
-83.14479649,-77.86800059,-71.94864637,-65.40380231,-58.23508044,-50.11333352,-41.72680294,-33.33133511,-25.68070939
-89.05662229,-84.33024462,-78.9390427,-72.86438625,-66.34077697,-58.6693472,-50.27422511,-41.55496534,-33.17977492
-94.50851942,-90.35949364,-85.55410652,-80.04494901,-74.28546273,-67.2709013,-59.14197827,-50.40811591,-41.58399028
-99.46932306,-95.89803658,-91.70413257,-86.81961661,-81.88749061,-75.67690382,-68.05736732,-59.61271046,-50.65611933
-103.9306801,-100.9152021,-97.32960103,-93.09363737,-88.99881047,-83.67369719,-76.75495268,-68.86729492,-60.10114332
-107.9038489,-105.4050953,-102.4007134,-98.80580042,-95.51246275,-91.09088487,-85.00073275,-77.87826805,-69.59773759
-111.4156845,-109.3828589,-106.9146355,-103.9276669,-101.3650966,-97.81059805,-92.61045877,-86.38833553,-78.83280101
