0.551906142,0.528120344,0.490561746,0.440100733,0.378695736,0.30040754,0.223130917,0.152662715,0.098705542
0.573435171,0.562632351,0.537452468,0.497535085,0.448828282,0.37633496,0.294698256,0.214221244,0.146858419
0.582815587,0.585396087,0.57405786,0.547294768,0.515303161,0.454584393,0.374078536,0.287852523,0.208643318
0.57979368,0.595243365,0.598201132,0.586238169,0.573614321,0.529989275,0.456866588,0.37082742,0.283404747
0.564897864,0.59188256,0.608570759,0.611927801,0.619613155,0.596971875,0.537421888,0.458529049,0.368499532
0.539349718,0.575890664,0.604830355,0.622883711,0.65001178,0.650253018,0.609513407,0.544800259,0.459204773
0.504913075,0.548613384,0.587613179,0.618716373,0.662775424,0.685561664,0.667146238,0.622657753,0.549048776
0.463705202,0.511993459,0.558409199,0.600124575,0.657338951,0.700208278,0.705411415,0.685257805,0.63056475
0.417996238,0.468355532,0.519368414,0.568766846,0.634618092,0.693414595,0.721186932,0.726920969,0.696347761
0.370020953,0.420178487,0.473054138,0.527034492,0.596825631,0.666346649,0.713549994,0.743996679,0.740199697
0.321821608,0.369883545,0.422183065,0.47776669,0.547137118,0.621861898,0.683828122,0.735383353,0.758109477
0.275133594,0.31965986,0.369385593,0.423951891,0.489272363,0.564037684,0.635299215,0.702604544,0.748851125
0.231318117,0.271340717,0.317011734,0.368455438,0.427064818,0.497583629,0.572624339,0.649449393,0.714079424
0.19133969,0.226334507,0.266997283,0.313803044,0.364082162,0.427248941,0.501142998,0.581283075,0.657929222
0.15578141,0.185606949,0.220794091,0.262036521,0.303342188,0.35731909,0.426170644,0.504193533,0.58623983
0.124888167,0.14970554,0.179359131,0.214644899,0.247144586,0.291263255,0.352415331,0.424152657,0.505597596
0.266002918,0.211256413,0.159426449,0.113395298,0.066441815,0.034022132,0.017101071,0.007488245,0.003196259
0.319981534,0.263339445,0.206764674,0.153714544,0.097250432,0.054280583,0.029388688,0.014007566,0.006459149
0.374946662,0.319159305,0.260180782,0.201707346,0.137068662,0.08293478,0.048181721,0.024889344,0.012357423
0.428303582,0.376390955,0.317933781,0.256461843,0.186231776,0.12150046,0.075459832,0.042069836,0.022417025
0.477299833,0.432267661,0.377595535,0.316235793,0.24417092,0.170879035,0.113043643,0.06774084,0.038617111
0.519274033,0.483813449,0.436213318,0.378499707,0.309241746,0.230978484,0.162187977,0.104051139,0.063265154
0.551906142,0.528120344,0.490561746,0.440100733,0.378695736,0.30040754,0.223130917,0.152662715,0.098705542
0.573435171,0.562632351,0.537452468,0.497535085,0.448828282,0.37633496,0.294698256,0.214221244,0.146858419
0.582815587,0.585396087,0.57405786,0.547294768,0.515303161,0.454584393,0.374078536,0.287852523,0.208643318
0.57979368,0.595243365,0.598201132,0.586238169,0.573614321,0.529989275,0.456866588,0.37082742,0.283404747
0.564897864,0.59188256,0.608570759,0.611927801,0.619613155,0.596971875,0.537421888,0.458529049,0.368499532
0.539349718,0.575890664,0.604830355,0.622883711,0.65001178,0.650253018,0.609513407,0.544800259,0.459204773
0.504913075,0.548613384,0.587613179,0.618716373,0.662775424,0.685561664,0.667146238,0.622657753,0.549048776
0.463705202,0.511993459,0.558409199,0.600124575,0.657338951,0.700208278,0.705411415,0.685257805,0.63056475
0.417996238,0.468355532,0.519368414,0.568766846,0.634618092,0.693414595,0.721186932,0.726920969,0.696347761
0.370020953,0.420178487,0.473054138,0.527034492,0.596825631,0.666346649,0.713549994,0.743996679,0.740199697
0.321821608,0.369883545,0.422183065,0.47776669,0.547137118,0.621861898,0.683828122,0.735383353,0.758109477
0.275133594,0.31965986,0.369385593,0.423951891,0.489272363,0.564037684,0.635299215,0.702604544,0.748851125
0.231318117,0.271340717,0.317011734,0.368455438,0.427064818,0.497583629,0.572624339,0.649449393,0.714079424
